timestamp,Open_x,High_x,Low_x,Close_x,Open_y,High_y,Low_y,Close_y,FundingRate,datetime
1614124800000,48930.01,51380.00,47000.00,50145.53,48891.00000000,51357.00000000,46988.69000000,50090.57000000,0.00013281,
1614153600000,50148.93,51435.58,48501.00,49863.34,50090.61000000,51374.99000000,48450.00000000,49819.50000000,0.00010000,
1614182400000,49863.34,50200.00,48015.90,49702.03,49819.49000000,50150.00000000,48028.18000000,49676.20000000,0.00051791,
1614211200000,49702.05,50932.10,49550.45,50406.00,49676.21000000,50884.88000000,49517.01000000,50395.99000000,0.00037289,
1614240000000,50414.54,52134.96,48578.67,50874.99,50395.58000000,52041.73000000,48581.71000000,50849.99000000,0.00018247,
1614268800000,50875.00,51411.00,46685.43,47089.37,50850.00000000,51370.18000000,46674.34000000,47073.73000000,0.00018247,
1614297600000,47087.97,47830.00,44100.00,44970.77,47073.73000000,47800.00000000,44106.78000000,44973.68000000,0.00010000,
1614326400000,44996.68,47888.88,44944.00,47620.54,44986.99000000,47853.13000000,44939.19000000,47594.65000000,0.00010000,
1614355200000,47620.54,48438.01,45078.00,46313.13,47590.66000000,48424.11000000,45000.00000000,46276.87000000,0.00010000,
1614384000000,46313.12,48476.05,46192.05,47198.40,46276.88000000,48394.00000000,46156.24000000,47158.53000000,0.00010000,
1614412800000,47198.02,47911.53,46255.00,46573.05,47153.01000000,47800.00000000,46224.84000000,46528.64000000,0.00044570,
1614441600000,46566.43,47615.89,44926.77,46102.63,46528.82000000,47557.14000000,45000.00000000,46106.43000000,0.00010038,
1614470400000,46097.09,46678.00,43765.00,44426.62,46103.67000000,46638.46000000,43738.65000000,44400.83000000,0.00010038,
1614499200000,44427.53,45573.20,43200.00,43424.60,44400.83000000,45530.62000000,43168.00000000,43391.14000000,0.00010000,
1614528000000,43424.79,45949.24,43002.05,45163.36,43391.14000000,45919.61000000,43000.00000000,45135.66000000,0.00037706,
1614556800000,45162.64,46836.16,44972.49,46314.44,45134.11000000,46796.94000000,44950.53000000,46288.18000000,0.00016921,
1614585600000,46315.28,49300.00,46287.32,49184.51,46291.87000000,49298.00000000,46272.10000000,49188.00000000,0.00016921,
1614614400000,49184.51,49800.00,47891.00,49592.70,49187.99000000,49790.00000000,47876.00000000,49587.03000000,0.00010000,
1614643200000,49594.99,50221.77,48310.97,48345.01,49595.76000000,50200.00000000,48301.36000000,48331.61000000,0.00010000,
1614672000000,48345.01,49714.72,48287.11,48689.39,48331.60000000,49699.99000000,48270.69000000,48676.08000000,0.00010000,
1614700800000,48689.38,48740.00,47058.06,48450.57,48676.09000000,48718.18000000,47047.60000000,48440.65000000,0.00010000,
1614729600000,48454.21,49956.00,48110.66,49769.54,48436.61000000,49960.00000000,48100.71000000,49752.97000000,0.00010000,
1614758400000,49763.58,52681.51,49754.32,50796.23,49752.97000000,52640.00000000,49752.97000000,50767.36000000,0.00010000,
1614787200000,50796.23,51644.75,50288.00,50373.75,50767.35000000,51600.00000000,50260.00000000,50349.37000000,0.00045078,
1614816000000,50373.75,51800.00,49070.00,49708.93,50349.37000000,51773.88000000,49010.10000000,49696.49000000,0.00010000,
1614844800000,49706.38,50765.66,48550.00,49438.63,49701.37000000,50756.23000000,48524.86000000,49412.60000000,0.00010000,
1614873600000,49438.64,50070.83,47500.00,48385.77,49412.60000000,50033.92000000,47500.00000000,48374.09000000,0.00010000,
1614902400000,48385.77,48404.52,46320.00,47394.41,48374.09000000,48376.20000000,46300.00000000,47380.00000000,0.00010000,
1614931200000,47394.41,48750.00,46421.42,47888.00,47380.00000000,48728.21000000,46418.12000000,47867.45000000,0.00010000,
1614960000000,47888.11,49470.00,46909.55,48770.57,47867.45000000,49448.93000000,46885.00000000,48751.71000000,0.00010000,
1614988800000,48772.68,49174.00,48115.00,48833.21,48746.81000000,49156.00000000,48115.83000000,48820.12000000,0.00010000,
1615017600000,48833.20,49139.95,47090.00,47284.11,48820.13000000,49100.00000000,47070.00000000,47267.88000000,0.00010000,
1615046400000,47282.01,49253.63,47138.01,48908.21,47267.88000000,49200.00000000,47104.85000000,48882.20000000,0.00010000,
1615075200000,48908.21,50232.81,48908.21,50084.61,48882.20000000,50179.17000000,48882.20000000,50052.68000000,0.00010000,
1615104000000,50084.61,51326.53,50082.48,50618.66,50041.84000000,51250.00000000,50041.84000000,50585.23000000,0.00010000,
1615132800000,50618.65,51480.00,49800.00,50995.27,50585.23000000,51450.03000000,49758.01000000,50971.75000000,0.00010000,
1615161600000,50991.35,51870.36,49550.00,49783.97,50959.11000000,51847.38000000,49521.20000000,49755.24000000,0.00010000,
1615190400000,49787.39,51280.50,49310.00,51082.65,49755.24000000,51233.00000000,49274.67000000,51054.99000000,0.00010000,
1615219200000,51083.03,52450.00,50600.00,52429.43,51055.00000000,52402.78000000,50550.01000000,52375.17000000,0.00010000,
1615248000000,52429.43,54500.00,51880.00,53602.41,52375.18000000,54448.00000000,51789.41000000,53546.90000000,0.00072419,
1615276800000,53602.41,54844.78,53322.85,54127.61,53546.89000000,54815.84000000,53274.96000000,54097.02000000,0.00041976,
1615305600000,54127.61,54950.00,53653.00,54917.78,54097.03000000,54895.00000000,53626.97000000,54884.50000000,0.00057038,
1615334400000,54917.78,55890.00,53061.00,54190.90,54874.67000000,55813.09000000,53005.00000000,54173.38000000,0.00057038,
1615363200000,54202.10,56592.18,54076.47,56373.52,54177.47000000,56489.66000000,54032.38000000,56328.81000000,0.00024344,
1615392000000,56374.82,57500.92,55613.41,55947.98,56328.81000000,57387.69000000,55530.01000000,55851.59000000,0.00048586,
1615420800000,55949.30,56604.75,55050.00,55105.50,55851.59000000,56499.98000000,55005.00000000,55034.20000000,0.00095931,
1615449600000,55105.51,57312.84,54356.44,56429.56,55034.21000000,57238.50000000,54272.82000000,56347.19000000,0.00099305,
1615478400000,56431.36,58283.00,56342.00,57844.52,56347.19000000,58150.00000000,56269.76000000,57773.16000000,0.00099305,
1615507200000,57842.64,58186.33,56400.00,56718.79,57773.15000000,58081.51000000,56350.00000000,56670.90000000,0.00085439,
1615536000000,56714.76,57172.00,55074.30,57014.47,56670.90000000,57095.76000000,54962.84000000,56956.95000000,0.00102002,
1615564800000,57007.49,57840.00,56299.68,57291.03,56956.96000000,57768.00000000,56262.14000000,57221.72000000,0.00067147,
1615593600000,57291.04,57450.00,56136.00,57389.96,57221.72000000,57389.58000000,56078.23000000,57343.70000000,0.00047834,
1615622400000,57387.99,60518.92,57213.42,59740.78,57343.70000000,60500.00000000,57126.20000000,59692.99000000,0.00047834,
1615651200000,59737.64,61950.00,59510.00,61267.41,59693.00000000,61844.00000000,59458.67000000,61188.39000000,0.00057114,
1615680000000,61267.41,61798.00,60556.00,60600.67,61188.38000000,61724.79000000,60455.28000000,60494.80000000,0.00057114,
