timestamp,Open_x,High_x,Low_x,Close_x,Open_y,High_y,Low_y,Close_y,FundingRate,datetime
1609459200000,28948.19,29668.86,28627.12,29337.16,28923.63000000,29600.00000000,28624.57000000,29331.69000000,0.00036744,
1609545600000,29337.15,33480.00,28958.24,32199.91,29331.70000000,33300.00000000,28946.53000000,32178.33000000,0.00010000,
1609632000000,32198.41,34832.25,32000.02,33054.53,32176.45000000,34778.11000000,31962.99000000,33000.05000000,0.00115471,
1609718400000,33053.93,33653.56,27800.00,32031.07,33000.05000000,33600.00000000,28130.00000000,31988.71000000,0.00164126,
1609804800000,32029.55,34500.00,29900.00,33999.52,31989.75000000,34360.00000000,29900.00000000,33949.53000000,0.00056137,
1609891200000,33999.51,37037.51,33356.46,36823.68,33949.53000000,36939.21000000,33288.00000000,36769.36000000,0.00062904,
1609977600000,36825.77,40565.62,36337.36,39498.92,36769.36000000,40365.00000000,36300.00000000,39432.28000000,0.00149253,
1610064000000,39498.32,42125.51,36539.77,40637.23,39432.48000000,41950.00000000,36500.00000000,40582.81000000,0.00213517,
1610150400000,40638.91,41539.88,38733.28,40136.04,40586.96000000,41380.00000000,38720.00000000,40088.22000000,0.00131892,
1610236800000,40136.05,41412.12,35268.00,38221.67,40088.22000000,41350.00000000,35111.11000000,38150.02000000,0.00145604,
1610323200000,38200.01,38322.18,30448.00,35408.46,38150.02000000,38264.74000000,30420.00000000,35404.47000000,0.00086486,
1610409600000,35406.92,36693.44,32600.00,34056.90,35410.37000000,36628.00000000,32531.00000000,34051.24000000,0.00033526,
1610496000000,34065.53,37880.00,32420.00,37421.07,34049.15000000,37850.00000000,32380.00000000,37371.38000000,0.00054945,
1610582400000,37416.34,40189.39,36764.33,39163.31,37371.38000000,40100.00000000,36701.23000000,39144.50000000,0.00078331,
1610668800000,39163.31,39790.00,34478.00,36755.24,39145.21000000,39747.76000000,34408.00000000,36742.22000000,0.00068503,
1610755200000,36755.25,38000.00,35366.00,36025.66,36737.43000000,37950.00000000,35357.80000000,35994.98000000,0.00010000,
1610841600000,36025.65,36898.00,33863.50,35869.83,35994.98000000,36852.50000000,33850.00000000,35828.61000000,0.00068496,
1610928000000,35875.72,37547.94,34808.47,36686.86,35824.99000000,37469.83000000,34800.00000000,36631.27000000,0.00055375,
